project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_accession
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID052	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702769
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID053	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702770
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID054	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702771
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID055	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702772
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID056	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702773
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID057	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702774
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID058	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702775
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID059	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702776
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID060	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702777
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID061	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702778
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID062	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702779
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID063	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702780
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID064	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702781
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID065	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702782
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID066	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702783
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID067	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702784
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID068	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702785,ERS11702786
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID070	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702787
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID071	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702788
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID072	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702789
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID073	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702790
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID074	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702791
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID075	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702792
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID076	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702793
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID077	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702794
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID078	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702795
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID079	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702796
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID080	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702797
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID081	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702798
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID082	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702799
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID083	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702800
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID084	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702801
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID085	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702802
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID086	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702803
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID087	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702804
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID088	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702805
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID089	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702806
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID090	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702807
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID091	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702808
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID092	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702809
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID093	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702810
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID094	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702811
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID097	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702812
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID101	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702813
Velsko2022	2022	10.1093/pnasnexus/pgac148	Middenbeemster	52.548	4.914	Netherlands	MID102	Homo sapiens	200	10.1093/pnasnexus/pgac148	oral	dental calculus	ENA	PRJEB52394	ERS11702814
Moraitou2022	2022	10.1093/molbev/msac263	Ogowe	-1.04	10.03	Gabon	G0008	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656250
Moraitou2022	2022	10.1093/molbev/msac263	Tshela	-4.59	12.56	Democratic Republic of the Congo	G0034	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656270
Moraitou2022	2022	10.1093/molbev/msac263	N'Dongo	-2.2	13.4	Gabon	G0005	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656248
Moraitou2022	2022	10.1093/molbev/msac263	ΝΑ	1.56	12.85	Cameroon	G0007	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656249
Moraitou2022	2022	10.1093/molbev/msac263	Onkimoyos 8 km	2.47	12.08	Cameroon	G0026	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656264
Moraitou2022	2022	10.1093/molbev/msac263	Zoulabot	3.17	14.02	Cameroon	G0012	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656254
Moraitou2022	2022	10.1093/molbev/msac263	Moboe	3.15	13.0	Cameroon	G0036	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656271
Moraitou2022	2022	10.1093/molbev/msac263	Foret de Maniema	-3.07	26.04	Democratic Republic of the Congo	G0028	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656265
Moraitou2022	2022	10.1093/molbev/msac263	Bitule	-0.56	27.03	Democratic Republic of the Congo	G0020	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656262
Moraitou2022	2022	10.1093/molbev/msac263	Kato	-2.21	27.38	Democratic Republic of the Congo	G0001	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656246
Moraitou2022	2022	10.1093/molbev/msac263	Walikale	-1.0	28.0	Democratic Republic of the Congo	G0014	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656256
Moraitou2022	2022	10.1093/molbev/msac263	Shabunda	-2.42	27.2	Democratic Republic of the Congo	G0017	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656259
Moraitou2022	2022	10.1093/molbev/msac263	Shabunda	-2.42	27.2	Democratic Republic of the Congo	G0033	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656269
Moraitou2022	2022	10.1093/molbev/msac263	Baraka Sibatwa forest	-4.05	29.05	Democratic Republic of the Congo	G0016	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656258
Moraitou2022	2022	10.1093/molbev/msac263	Baraka Sibatwa forest	-4.05	29.05	Democratic Republic of the Congo	G0019	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656261
Moraitou2022	2022	10.1093/molbev/msac263	Baraka Sibatwa forest	-4.05	29.05	Democratic Republic of the Congo	G0031	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656268
Moraitou2022	2022	10.1093/molbev/msac263	Ibatsero	-0.06	29.16	Democratic Republic of the Congo	G0011	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656253
Moraitou2022	2022	10.1093/molbev/msac263	Ibatsero	-0.06	29.16	Democratic Republic of the Congo	G0013	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656255
Moraitou2022	2022	10.1093/molbev/msac263	Lubero	-0.09	29.13	Democratic Republic of the Congo	G0018	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656260
Moraitou2022	2022	10.1093/molbev/msac263	Baraka Sibatwa forest	-4.05	29.05	Democratic Republic of the Congo	G0009	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656251
Moraitou2022	2022	10.1093/molbev/msac263	Virunga Massif	-1.46	29.42	Democratic Republic of the Congo	G0021	Gorilla beringei beringei	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656263
Moraitou2022	2022	10.1093/molbev/msac263	N'Counda	-1.3	15.3	Republic of the Congo	G0015	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656257
Moraitou2022	2022	10.1093/molbev/msac263	Mang	3.12	14.05	Cameroon	G0029	Gorilla gorilla gorilla	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656266
Moraitou2022	2022	10.1093/molbev/msac263	Ibatsero	-0.06	29.16	Democratic Republic of the Congo	G0004	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656247
Moraitou2022	2022	10.1093/molbev/msac263	Baraka Sibatwa forest	-4.05	29.05	Democratic Republic of the Congo	G0010	Gorilla beringei graueri	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656252
Moraitou2022	2022	10.1093/molbev/msac263	Virunga Massif	-1.5	29.43	Democratic Republic of the Congo	G0030	Gorilla beringei beringei	100	10.1093/molbev/msac263	oral	dental calculus	ENA	PRJEB49638	ERS9656267
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Biccari, Apulia	41.21	16.06	Italy	BIC.T2	Homo sapiens	6900	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653536
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Deliceto, Apulia	41.13	15.23	Italy	DEL77	Homo sapiens	4900	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653603
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Fermo, Marche	43.16	13.71	Italy	Fer.T64	Homo sapiens	4300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653612
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Fermo, Marche	43.16	13.71	Italy	Fer.T65	Homo sapiens	4300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653613
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Fermo, Marche	43.16	13.71	Italy	Fer.T67	Homo sapiens	4300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653541
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Fermo, Marche	43.16	13.71	Italy	Fer.T69	Homo sapiens	4300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653539
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Fermo, Marche	43.16	13.71	Italy	Fer.T75	Homo sapiens	4300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653538
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Foggia, Apulia	41.46	15.55	Italy	Gil12	Homo sapiens	6100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653542
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T12	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653543
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T15A	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653544
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T16	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653545
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T34a	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653547
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T34b	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653546
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Gricignano, Campania	40.98	14.23	Italy	GR.T8	Homo sapiens	4100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653549
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Recanati-Cava Kock, Marche	43.36	13.51	Italy	Kock	Homo sapiens	5000	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653550
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND40_IDA	Homo sapiens	6700	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653537
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND40_IDB	Homo sapiens	7300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653548
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND43	Homo sapiens	7300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653559
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND86	Homo sapiens	7300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653570
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND91	Homo sapiens	6600	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653581
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	CND92	Homo sapiens	7300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653592
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Masseria Candelaro, Apulia	41.38	15.55	Italy	FFB4A	Homo sapiens	7300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653540
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Melfi, Basilicata	40.99	15.64	Italy	MELT1	Homo sapiens	4800	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653551
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Melfi, Basilicata	40.99	15.64	Italy	MELT2	Homo sapiens	4800	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653552
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Melfi, Basilicata	40.99	15.64	Italy	MELT3	Homo sapiens	4800	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653553
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.12	Homo sapiens	24800	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653563
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.133	Homo sapiens	33000	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653565
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.14 B	Homo sapiens	21300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653566
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.140	Homo sapiens	15500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653567
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.150	Homo sapiens	15500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653568
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.157	Homo sapiens	15500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653569
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.25	Homo sapiens	23470	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653571
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.38	Homo sapiens	15500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653572
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Paglicci, Apulia	41.67	15.58	Italy	PA.39	Homo sapiens	15500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653574
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T10.1	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653554
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T10.10	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653555
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T10.45	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653556
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T10.65	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653557
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T10.8	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653558
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T3N	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653560
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T3S	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653561
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T7c	Homo sapiens	5700	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653562
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Palagiano, Apulia	40.58	17.03	Italy	P.T8.2	Homo sapiens	5500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653564
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T10Bis	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653573
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T11	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653575
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T12	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653576
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T3	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653577
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T5	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653578
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Passo di Corvo, Apulia	41.55	15.61	Italy	PC-T9	Homo sapiens	6200	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653579
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Portonovo, Marche	43.56	13.59	Italy	US1034	Homo sapiens	6500	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653606
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Portonovo, Marche	43.56	13.59	Italy	US1054	Homo sapiens	6100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653607
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Portonovo, Marche	43.56	13.59	Italy	US1056_I	Homo sapiens	6100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653610
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Portonovo, Marche	43.56	13.59	Italy	US1056_II	Homo sapiens	6100	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653608
Quagliariello2022	2022	10.1038/s41467-022-34416-0	Ripatetta, Apulia	41.3	15.2	Italy	Rip.USD304	Homo sapiens	6300	10.1038/s41467-022-34416-0	oral	dental calculus	SRA	PRJNA791766	SRS11653580
