project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	singlegenome_domain	singlegenome_species	material	genome_type	collection_date	archive	data_type	archive_accession	run_accession	library_layout	fastq_ftp
Spyrou2019	2019	10.1038/s41467-019-12154-0	Nägeligasse, St. Peter and Paul churchyard	46.956	8.365	Switzerland	STN005.A0101	Homo sapiens	400	10.1038/s41467-019-12154-0	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3607413	ERR3457682,ERR3457683,ERR3457684,ERR3457685,ERR3457686,ERR3457687,ERR3457688,ERR3457689,ERR3457690,ERR3457691,ERR3457692,ERR3457693	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/002/ERR3457682/ERR3457682.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/003/ERR3457683/ERR3457683.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/004/ERR3457684/ERR3457684.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/005/ERR3457685/ERR3457685.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/006/ERR3457686/ERR3457686.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/007/ERR3457687/ERR3457687.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/008/ERR3457688/ERR3457688.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/009/ERR3457689/ERR3457689.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3457690/ERR3457690.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/001/ERR3457691/ERR3457691.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/002/ERR3457692/ERR3457692.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/003/ERR3457693/ERR3457693.fastq.gz
Spyrou2019	2019	10.1038/s41467-019-12154-0	Nägeligasse, St. Peter and Paul churchyard	46.956	8.365	Switzerland	STN018.A0101	Homo sapiens	400	10.1038/s41467-019-12154-0	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3607420	ERR3457766,ERR3457767,ERR3457768,ERR3457769,ERR3457770,ERR3457771,ERR3457772,ERR3457773,ERR3457774,ERR3457775,ERR3457776,ERR3457777	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/006/ERR3457766/ERR3457766.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/007/ERR3457767/ERR3457767.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/008/ERR3457768/ERR3457768.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/009/ERR3457769/ERR3457769.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3457770/ERR3457770.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/001/ERR3457771/ERR3457771.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/002/ERR3457772/ERR3457772.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/003/ERR3457773/ERR3457773.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/004/ERR3457774/ERR3457774.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/005/ERR3457775/ERR3457775.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/006/ERR3457776/ERR3457776.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/007/ERR3457777/ERR3457777.fastq.gz
Spyrou2019	2019	10.1038/s41467-019-12154-0	Nägeligasse, St. Peter and Paul churchyard	46.956	8.365	Switzerland	STN012.A0101	Homo sapiens	400	10.1038/s41467-019-12154-0	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3607417	ERR3457730,ERR3457731,ERR3457732,ERR3457733,ERR3457734,ERR3457735,ERR3457736,ERR3457737,ERR3457738,ERR3457739,ERR3457740,ERR3457741	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3457730/ERR3457730.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/001/ERR3457731/ERR3457731.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/002/ERR3457732/ERR3457732.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/003/ERR3457733/ERR3457733.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/004/ERR3457734/ERR3457734.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/005/ERR3457735/ERR3457735.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/006/ERR3457736/ERR3457736.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/007/ERR3457737/ERR3457737.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/008/ERR3457738/ERR3457738.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/009/ERR3457739/ERR3457739.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3457740/ERR3457740.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/001/ERR3457741/ERR3457741.fastq.gz
Spyrou2019	2019	10.1038/s41467-019-12154-0	16 rue des Trente Six Ponts	43.592	1.446	France	TRP002.A0101/02	Homo sapiens	600	10.1038/s41467-019-12154-0	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3607426	ERR3457838,ERR3457839,ERR3457840,ERR3457841,ERR3457842,ERR3457843	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/008/ERR3457838/ERR3457838.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/009/ERR3457839/ERR3457839.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3457840/ERR3457840.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/001/ERR3457841/ERR3457841.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/002/ERR3457842/ERR3457842.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/003/ERR3457843/ERR3457843.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G34	Homo sapiens	500	10.1038/s41467-018-03857-x	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574242	ERR1883928,ERR1883929,ERR1883976,ERR1883977,ERR1884067,ERR1884068,ERR1884069,ERR1884070,ERR1884147,ERR1884148	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883928/ERR1883928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883928/ERR1883928_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883929/ERR1883929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883929/ERR1883929_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883976/ERR1883976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883976/ERR1883976_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883977/ERR1883977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883977/ERR1883977_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884067/ERR1884067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884067/ERR1884067_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884068/ERR1884068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884068/ERR1884068_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884069/ERR1884069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884069/ERR1884069_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1884070/ERR1884070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1884070/ERR1884070_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884147/ERR1884147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884147/ERR1884147_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884148/ERR1884148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884148/ERR1884148_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G154	Homo sapiens	500	10.1038/s41467-018-03857-x	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574227	ERR1883912,ERR1884034,ERR1884035,ERR1884135,ERR1884136,ERR1884178,ERR1884179,ERR1884180	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883912/ERR1883912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883912/ERR1883912_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1884034/ERR1884034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1884034/ERR1884034_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1884035/ERR1884035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1884035/ERR1884035_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1884135/ERR1884135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1884135/ERR1884135_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1884136/ERR1884136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1884136/ERR1884136_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884178/ERR1884178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884178/ERR1884178_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884179/ERR1884179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884179/ERR1884179_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1884180/ERR1884180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1884180/ERR1884180_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G404 / Jorgen_404	Homo sapiens	700	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574247	ERR1880929,ERR1883819,ERR1883830,ERR1883841,ERR1883842,ERR1883871,ERR1883872,ERR1883895,ERR1884218	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G427 / Jorgen_427	Homo sapiens	700	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574249	ERR1880930,ERR1883820,ERR1883831,ERR1883843,ERR1883844,ERR1883845,ERR1883846,ERR1883873,ERR1883874,ERR1884219	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883874/ERR1883874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883874/ERR1883874_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884219/ERR1884219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884219/ERR1884219_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G507 / Jorgen_507	Homo sapiens	800	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574253	ERR1880932,ERR1883823,ERR1883833,ERR1883849,ERR1883850,ERR1883877,ERR1883878,ERR1883896,ERR1884221	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1880932/ERR1880932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1880932/ERR1880932_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883823/ERR1883823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883823/ERR1883823_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883833/ERR1883833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883833/ERR1883833_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883849/ERR1883849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883849/ERR1883849_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883850/ERR1883850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883850/ERR1883850_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883877/ERR1883877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883877/ERR1883877_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883878/ERR1883878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883878/ERR1883878_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883896/ERR1883896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883896/ERR1883896_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1884221/ERR1884221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1884221/ERR1884221_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G533 / Jorgen_533	Homo sapiens	800	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574254	ERR1883859,ERR1883879,ERR1883880,ERR1884222,ERR1884223	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883859/ERR1883859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883859/ERR1883859_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883879/ERR1883879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883879/ERR1883879_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883880/ERR1883880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883880/ERR1883880_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884222/ERR1884222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884222/ERR1884222_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1884223/ERR1884223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1884223/ERR1884223_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G722 / Jorgen_722	Homo sapiens	600	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574259	ERR1883826,ERR1883861,ERR1883885,ERR1883886,ERR1883887,ERR1883888,ERR1884152,ERR1884226	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883826/ERR1883826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883826/ERR1883826_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883861/ERR1883861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883861/ERR1883861_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883885/ERR1883885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883885/ERR1883885_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883886/ERR1883886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883886/ERR1883886_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883887/ERR1883887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883887/ERR1883887_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883888/ERR1883888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883888/ERR1883888_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884152/ERR1884152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884152/ERR1884152_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1884226/ERR1884226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1884226/ERR1884226_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G749 / Jorgen_749	Homo sapiens	700	10.1371/journal.ppat.1006997	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574262	ERR1883862,ERR1883889,ERR1883890,ERR1884227,ERR1884228	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883862/ERR1883862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883862/ERR1883862_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883889/ERR1883889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883889/ERR1883889_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883890/ERR1883890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883890/ERR1883890_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884227/ERR1884227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1884227/ERR1884227_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884228/ERR1884228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884228/ERR1884228_2.fastq.gz
KrauseKyora2018b	2018	10.1038/s41467-018-03857-x	St. Jørgen cemetery, Odense	55.399	10.406	Denmark	G1083	Homo sapiens	500	10.1038/s41467-018-03857-x	bacteria	Mycobacterium leprae	tooth	chromosome	NA	ENA	raw	ERS1574217	ERR1883904,ERR1884018,ERR1884019,ERR1884131,ERR1884132	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883904/ERR1883904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883904/ERR1883904_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884018/ERR1884018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884018/ERR1884018_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884019/ERR1884019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1884019/ERR1884019_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1884131/ERR1884131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1884131/ERR1884131_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884132/ERR1884132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1884132/ERR1884132_2.fastq.gz
